5.74191E-05,0.000386518
0.000111994,0.000512736
0.000173232,0.000852467
0.000261325,0.001487222
0.000370475,0.002806259
0.000532267,0.007066118
0.000800409,0.009845687
0.001039765,0.010343986
0.001320592,0.016288697
0.001692527,0.021332102
0.002067606,0.025710432
0.002512627,0.029483991
0.002945829,0.034280657
0.003459597,0.043628288
0.004014135,0.050371449
0.004607497,0.063802166
0.005306037,0.066376751
0.005925207,0.069225264
0.006651725,0.085936209
0.007424547,0.097911707
0.008252127,0.108576162
0.009109854,0.116035196
0.009994362,0.133550068
0.01097896,0.141665816
0.011919422,0.156259412
0.013000744,0.174195383
0.014054089,0.180390534
0.015173039,0.190339036
0.016285481,0.202248038
0.017473177,0.220988388
0.018689825,0.23017138
0.019926968,0.252261609
0.021258667,0.26182708
0.022544061,0.285103946
0.023989615,0.336375896
0.025510424,0.335443197
0.026951862,0.371946822
0.028629688,0.397213168
