3.7132E-05,0.00168921
0.000101269,0.00178084
0.000253173,0.00339889
0.000399706,0.00737881
0.000692006,0.012321
0.00096666,0.013924
0.001296552,0.017956
0.001649459,0.021609
0.002048398,0.027225
0.002493368,0.034969
0.003007386,0.043264
0.003552091,0.050625
0.004158171,0.0529
0.004733564,0.064009
0.005447051,0.080089
0.006175882,0.077284
0.006866353,0.091204
0.007748622,0.105625
0.008515812,0.117649
0.00943644,0.135424
0.010433788,0.139129
0.011354416,0.158404
0.012428483,0.171396
0.013502549,0.179776
0.014653334,0.189225
0.015727401,0.200704
0.016878186,0.210681
0.018105691,0.199809
0.019179757,0.217156
0.020483981,0.269361
0.021864923,0.272484
0.023092427,0.256036
0.02447337,0.293764
0.025931032,0.368449
0.027542131,0.395641
0.029076512,0.398161
0.03076433,0.436921
0.032452149,0.447561
0.034216687,0.459684
0.035981224,0.501264
0.037822481,0.541696
0.039740457,0.521284
