0.000126266,0.000414597
0.000214149,0.001884055
0.000328121,0.002402394
0.000442087,0.004776676
0.000649529,0.009528648
0.000896038,0.011683447
0.001152194,0.01327908
0.00143193,0.017500388
0.001767395,0.022165983
0.002124297,0.026475036
0.002524074,0.030760791
0.002939925,0.039354826
0.003446629,0.0463843
0.003941489,0.055371586
0.00454093,0.067219214
0.005147191,0.070815182
0.005778462,0.075129054
0.00642186,0.07984687
0.007092543,0.083101699
0.007762456,0.10274479
0.008583184,0.114448251
0.009335707,0.117221786
0.010175383,0.135876109
0.01104992,0.149706985
0.011974728,0.161537841
0.012919011,0.172340668
0.013905305,0.180968957
0.014897325,0.196303666
0.015965733,0.224153779
0.017099066,0.230417172
0.018198023,0.250137727
0.019424923,0.267808245
0.020604631,0.286165305
0.021912644,0.314978448
0.02321459,0.314497771
0.024520611,0.329737338
0.025884996,0.334976029
